CampoB,CampoE,DensityPolarX,DensityPolarY,DensityPolarZ
0.8,2.5999999,0.975729915,0.9840150799999998,-1.5430920019798893
0.9,2.5999999,0.999726725,0.999726725,-3.978876938110956e-10
0.0,2.8,-9.05e-07,0.59779932,5.345621166352071e-07
0.1,2.8,0.047432955,0.59888645,-0.001190092636212873
0.2,2.8,0.09435380499999999,0.6038869200000001,-0.0025130507163570043
0.3,2.8,0.15078726,0.61039347,-0.0031826378123816284
0.4,2.8,0.21837574,0.62999946,-0.002379526569348642
0.5,2.8,0.267349535,0.647854885,-0.0029724856680852694
0.6,2.8,0.31312914499999994,0.6618848150000001,-0.003584761020693343
0.7,2.8,0.608139545,0.76759568,-11.66371270340019
0.8,2.8,0.9560679649999999,0.9709346999999999,-2.6566645174099732
0.9,2.8,0.9997231799999998,0.9997231799999998,0.0
0.0,3.0,2.2500000000000002e-07,0.5949765849999998,3.5332427210425295e-07
0.1,3.0,0.04607832,0.5966229949999999,-0.0011602852775187086
0.2,3.0,0.0929562,0.600929945,-0.002565599943022482
0.3,3.0,0.14333827999999998,0.6077985599999999,-0.0036957193650349017
0.4,3.0,0.214772915,0.6256759200000002,-0.00230595653793143
0.5,3.0,0.26331298999999997,0.64359451,-0.0028824190139388017
0.6,3.0,0.3088740200000001,0.6578527300000001,-0.0034807064257271004
0.7,3.0,0.503751985,0.72854089,-3.2813142807463733
0.8,3.0,0.9331264050000001,0.9552413350000002,-3.794274748216668
0.9,3.0,0.9997190900000001,0.9997190900000001,-3.978876938110956e-10
0.0,3.2,-1.3150000000000001e-06,0.591830775,-2.108804777198812e-08
0.1,3.2,0.04539551,0.59378984,-0.001185362149421153
0.2,3.2,0.09158788000000001,0.597957125,-0.0026236422082448695
0.3,3.2,0.14607798499999997,0.603398775,-0.00323607273705353
0.4,3.2,0.21123707499999997,0.6213622449999999,-0.0022358809551851133
0.5,3.2,0.25932892,0.6393152549999999,-0.0028002357086698137
0.6,3.2,0.30465297500000005,0.6537788049999999,-0.0033850918245219783
0.7,3.2,0.463102145,0.7113660699999997,-0.10560857260972949
0.8,3.2,0.9159713599999998,0.9426899149999999,-4.400348788352394
0.9,3.2,0.99971423,0.99971423,-1.1936630814332871e-09
0.0,3.4000001,-2.0049999999999994e-06,0.58936615,-1.2911455664170057e-07
0.1,3.4000001,0.04472755999999999,0.5909560450000001,-0.0012111466645870403
0.2,3.4000001,0.09025139,0.595019085,-0.0026870981334292518
0.3,3.4000001,0.14850561000000004,0.59857344,-0.0027228236736811613
0.4,3.4000001,0.20777436499999996,0.6170599150000001,-0.0021709840797175953
0.5,3.4000001,0.25539933000000004,0.6350231049999998,-0.0027208149376589568
0.6,3.4000001,0.30046164000000003,0.6496636,-0.003291335955678494
0.7,3.4000001,0.45506843499999994,0.7047225800000001,-0.003031656740694998
0.8,3.4000001,0.760330995,0.8516290849999999,-5.799311549048412
0.9,3.4000001,0.999708375,0.999708375,-1.989438469055478e-10
0.0,3.5999999,3.9999999999999955e-08,0.586973565,2.75935115657995e-07
0.1,3.5999999,0.04436638,0.587748385,-0.0012757130943248482
0.2,3.5999999,0.08894314,0.5920652649999999,-0.002753397563017453
0.3,3.5999999,0.14384162500000003,0.5956714799999999,-0.003022863422661773
0.4,3.5999999,0.20438078,0.6127745749999999,-0.0021094921281898655
0.5,3.5999999,0.25153306,0.630725105,-0.002647865412100242
0.6,3.5999999,0.29631121499999996,0.64551519,-0.0032037121330281797
0.7,3.5999999,0.44793505,0.69820507,-0.0029528286234040725
0.8,3.5999999,0.7323658450000001,0.831563625,-6.572424079049145
0.9,3.5999999,0.9997012049999998,0.9997012049999998,-7.957753876221912e-10
0.0,3.8,-3.400000000000001e-07,0.58376367,-1.253346235504952e-07
0.1,3.8,0.04343975500000001,0.5853023,-0.0012711264439344407
0.2,3.8,0.08766275500000001,0.5891167350000001,-0.002826042107658861
0.3,3.8,0.13830413000000003,0.593431915,-0.003506739620701619
0.4,3.8,0.201059015,0.60850255,-0.0020519448352585797
0.5,3.8,0.247727085,0.6264221449999999,-0.002577302217985161
0.6,3.8,0.292204735,0.64133746,-0.0031234482379941366
0.7,3.8,0.4407023,0.6915000600000001,-0.002876777165384407
0.8,3.8,0.6612871049999999,0.7932157899999999,-5.716088054933966
0.9,3.8,0.9996919350000001,0.9996919350000001,-9.94719234527739e-10
0.0,4.0,-3.6000000000000003e-06,0.58187072,-2.267959854723244e-07
0.1,4.0,0.043364360000000005,0.5816285999999999,-0.0013867054580642287
0.2,4.0,0.08641162,0.5861864999999999,-0.0028994203572076565
0.3,4.0,0.14148678,0.5876053999999999,-0.0027684102635926397
0.4,4.0,0.19781442,0.60425602,-0.0019988214566509315
0.5,4.0,0.2439832,0.62211986,-0.0025106204183232062
0.6,4.0,0.28814100000000004,0.6371362,-0.003043256758520367
0.7,4.0,0.43338696,0.68462536,-0.0028046267972587128
0.8,4.0,0.54439264,0.73421636,-3.094514553936064
0.9,4.0,0.99967948,0.99967948,0.0
