CampoB,CampoE,DensityPolarX,DensityPolarY,DensityPolarZ,DensityMagnet,DensityabsMagnet,DensityChiral
0.0,0.0,6.08e-06,8.400000000000001e-07,0.06481797999999998,0.19999968,0.7091598,-3.102728236338924e-06
1.0,0.0,-5.16e-06,2.199999999999996e-07,0.06303956000000001,0.28276223999999994,0.71820432,-0.0013086486460677552
2.0,0.0,-3.0400000000000005e-06,-2.474e-05,7.800000000000168e-06,0.5435104799999999,0.76932464,-6.287142351484439
3.0,0.0,-2.48e-06,2.04e-06,1.9999999999999977e-08,0.4674451599999999,0.72940004,-9.103094006538091
4.0,0.0,-1.6800000000000002e-06,-4.2999999999999995e-06,9.999999999999997e-08,0.6497217799999999,0.79601916,-6.3423038588740095
5.0,0.0,2.120000000000001e-06,-2.5400000000000007e-06,4.5599999999999995e-06,0.61109278,0.7067855599999999,-6.829986217966062
6.0,0.0,1.338e-05,-5.3499999999999986e-05,-2.480000000000002e-06,0.72023036,0.7239026199999999,-1.1105079712820578
7.0,0.0,-0.00140204,-0.00269566,-0.006849459999999999,0.81872764,0.81872764,-0.030506056646475193
8.0,0.0,2.654e-05,-3.938e-05,-0.01231608,0.93236972,0.93236972,-0.00014594361453913464
0.0,0.1,-1.7599999999999997e-06,1.28e-06,0.26562104,0.19999988,0.70857034,8.196486492508571e-07
1.0,0.1,-5.26e-06,2.38e-06,0.25841726,0.28257612,0.71734526,-0.0012685367918792714
2.0,0.1,-7.42e-06,6.280000000000001e-06,0.17940132,0.5225879,0.8048559799999999,-0.0019052756725097802
3.0,0.1,8.399999999999996e-07,4.4600000000000005e-06,0.00781484,0.467448,0.72972222,-9.10020775069312
4.0,0.1,-7.4e-07,6.840000000000001e-06,0.007018620000000001,0.64973212,0.79603242,-6.3402820983960355
5.0,0.1,-5.76e-06,1.578e-05,0.01164958,0.61111536,0.70693432,-6.827401852246791
6.0,0.1,-8.44e-06,-8.439999999999999e-06,0.03479382,0.72021818,0.72392464,-1.109083876317406
7.0,0.1,-2.1979999999999915e-05,-9.299999999999586e-06,0.1553576,0.81923198,0.81923198,-0.0003919997517180791
8.0,0.1,-9.619999999999996e-06,-2.2820000000000002e-05,0.0809064,0.9318851800000001,0.9318851800000001,-6.829185221496123e-05
0.0,0.2,1.72e-06,-1.3400000000000003e-06,0.27090569999999997,0.20000022,0.70784202,3.923172660977402e-07
1.0,0.2,7.800000000000004e-07,3.1999999999999964e-07,0.26367317999999995,0.28238892000000004,0.7164212400000001,-0.0012337303722000643
2.0,0.2,-4.0200000000000005e-06,1.78e-06,0.18328329999999998,0.52235742,0.80376932,-0.0018413780919852684
3.0,0.2,-4.6200000000000015e-06,-4.159999999999999e-06,0.015624939999999999,0.46746163999999996,0.7295005800000001,-9.091539665424197
4.0,0.2,-5.7000000000000005e-06,-5.5e-06,0.0140099,0.6497659600000001,0.795845,-6.334178788447888
5.0,0.2,7.28e-06,9.86e-06,0.02309638,0.6111671999999999,0.70695394,-6.820026301968111
6.0,0.2,3.5579999999999995e-05,-3.6400000000000003e-06,0.14538588000000002,0.7252329399999999,0.7264558400000001,-0.3682652462606515
7.0,0.2,2.8559999999999994e-05,2.22e-05,0.18408266,0.81832384,0.81832384,-0.000686554419895658
8.0,0.2,-0.00048688,-0.00049434,0.09185052,0.93107162,0.93107162,-1.7048691904417827e-05
0.0,0.3,4.68e-06,-1.92e-06,0.27537048000000003,0.1999996,0.7069721400000001,-1.1920715306580426e-06
1.0,0.3,-1.1799999999999995e-06,1.4400000000000002e-06,0.2681488,0.28220104,0.7155398400000001,-0.001202256659844219
2.0,0.3,-8.220000000000001e-06,6.040000000000001e-06,0.18667538,0.52212748,0.8021445199999999,-0.001783446439541761
3.0,0.3,2.600000000000002e-07,8.58e-06,0.02342524,0.46748335999999996,0.7291383600000001,-9.077075835007115
4.0,0.3,3.9999999999999955e-08,3.4799999999999997e-06,0.02098276,0.64982034,0.7956400400000001,-6.3240301789858
5.0,0.3,1.168e-05,3.7800000000000002e-06,0.04453214,0.6139018,0.70132692,-5.683666004316286
6.0,0.3,-2.0239999999999993e-05,-8.059999999999996e-06,0.21461886,0.7279589,0.7279589,-0.002192007072851645
7.0,0.3,5.999999999999875e-08,6.860000000000001e-06,0.20406688,0.8178848000000001,0.8178848000000001,-0.00031762976709245953
8.0,0.3,-6.280000000000001e-05,-5.8699999999999983e-05,0.09498242,0.93004194,0.93004194,-3.0613479161825695e-06
0.0,0.4,-2.18e-06,2.5400000000000002e-06,0.27919012,0.1999997,0.70582844,-5.379441620326012e-07
1.0,0.4,-3.900000000000001e-06,2.7799999999999996e-06,0.2720151,0.28201371999999997,0.7145802400000001,-0.0011749281414824976
2.0,0.4,4.4799999999999995e-06,-3.62e-06,0.18967436000000001,0.5218978599999999,0.8017200600000001,-0.0017361200856890937
3.0,0.4,2.22e-06,-2.5400000000000002e-06,0.03121062,0.46751385999999995,0.7282809,-9.056773581212061
4.0,0.4,-2.7799999999999996e-06,-3.78e-06,0.027893820000000003,0.64989504,0.79538928,-6.309818291852215
5.0,0.4,6.6e-06,-5.320000000000002e-06,0.04611986,0.61139512,0.70647348,-6.78962046766128
6.0,0.4,-0.00024236,-0.0002481,0.23984264,0.72815384,0.72815384,-0.0012183798649728324
7.0,0.4,9.015999999999998e-05,9.439999999999999e-05,0.2179144,0.8172599,0.8172599,-9.949022628668921e-05
8.0,0.4,0.00030278,0.00030505999999999996,0.09640724,0.92895752,0.92895752,-2.3570866981369306e-06
0.0,0.5,-6.9200000000000015e-06,5.2600000000000005e-06,0.28249998,0.20000005999999998,0.7055062000000001,1.331332223491926e-06
1.0,0.5,-5.399999999999999e-07,2.5400000000000002e-06,0.27539559999999996,0.28182826,0.71364934,-0.0011476855668626396
2.0,0.5,-3.4399999999999997e-06,1.76e-06,0.19235432000000002,0.52166986,0.8008411000000001,-0.0016897096693075798
3.0,0.5,-1.82e-06,-1.5e-06,0.03897378,0.4675510599999999,0.72831808,-9.030613130612206
4.0,0.5,3.1400000000000004e-06,6.92e-06,0.03473292,0.64999038,0.79524296,-6.291544529999141
5.0,0.5,-5.14e-06,8.999999999999999e-06,0.07735368000000001,0.61588138,0.6970014,-5.0888656898258535
6.0,0.5,7.44e-05,8.566e-05,0.26276632,0.7282327599999999,0.7282327599999999,-0.00045985074436829756
7.0,0.5,7.121999999999999e-05,6.352e-05,0.22693707999999999,0.8163866799999999,0.8163866799999999,-5.166173816443266e-06
8.0,0.5,-5.7799999999999995e-05,-6.006000000000002e-05,0.0977823,0.9278799400000001,0.9278799400000001,-2.182016112860049e-06
0.0,0.6,-4.96e-06,4.000000000000001e-06,0.28540593999999997,0.20000032,0.70479016,-2.2345372884431135e-06
1.0,0.6,2.0000000000000012e-07,-1.8400000000000004e-06,0.27839162,0.28164504,0.71266032,-0.0011177771446942472
2.0,0.6,1.38e-06,1.8200000000000002e-06,0.19477689999999998,0.521446,0.7995000400000001,-0.0016503824496512912
3.0,0.6,-5.66e-06,-3.66e-06,0.046715440000000004,0.46759459999999997,0.7274988199999999,-8.998520452223238
4.0,0.6,-2.7200000000000002e-06,5.22e-06,0.0414943,0.650104,0.7945838199999999,-6.269262761849892
5.0,0.6,-1.8239999999999998e-05,-2.44e-06,0.0979923,0.61772506,0.69291526,-4.508330297715488
6.0,0.6,-2.1279999999999996e-05,-1.1820000000000005e-05,0.29575513999999997,0.7279524,0.7279524,-8.00637575240563e-05
7.0,0.6,-1.1479999999999997e-05,-7.160000000000001e-06,0.2282064,0.81524602,0.81524602,-3.886566993146782e-06
8.0,0.6,0.0001624,0.00016416,0.09913266,0.92680898,0.92680898,-2.22976263611738e-06
0.0,0.7,-2.44e-06,1.3600000000000001e-06,0.28798355999999997,0.1999999,0.70411286,-1.8302833915310266e-08
1.0,0.7,-5.6e-07,8.799999999999998e-07,0.28106958,0.28146406,0.7117192200000001,-0.0010971625832778944
2.0,0.7,-5.799999999999998e-07,2.16e-06,0.19698994,0.5212244,0.79802366,-0.0016098941937044617
3.0,0.7,9.400000000000001e-07,-2.0599999999999998e-06,0.05443492,0.46764484,0.7268343400000001,-8.9603693257236
4.0,0.7,-3.66e-06,8.18e-06,0.048169399999999994,0.6502360599999999,0.7943022,-6.242796396888201
5.0,0.7,-3.3599999999999996e-06,2.32e-05,0.11968832,0.61945502,0.6895946000000001,-4.059045616232545
6.0,0.7,3.5980000000000004e-05,3.964000000000001e-05,0.30349744,0.7272448199999999,0.7272448199999999,-3.4942497270490424e-06
7.0,0.7,-6.466e-05,-5.870000000000002e-05,0.22938226,0.8141130000000001,0.8141130000000001,-3.360559461928515e-06
8.0,0.7,-2.151999999999998e-05,-2.2440000000000002e-05,0.10046598,0.9257440800000001,0.9257440800000001,-2.008537078358411e-06
0.0,0.8,-4.82e-06,4.9199999999999995e-06,0.29028872,0.2,0.7032107200000001,8.944515356873429e-07
1.0,0.8,-4.499999999999999e-06,2.4400000000000004e-06,0.28348725999999996,0.28128572,0.71073328,-0.0010704149809491372
2.0,0.8,-2.2e-06,-9.999999999999989e-08,0.19902942,0.52100624,0.79711756,-0.0015774552058034307
3.0,0.8,-1.2999999999999998e-06,9.4e-07,0.06213786,0.4677013,0.72583906,-8.915958575116424
4.0,0.8,4.540000000000001e-06,2.8000000000000003e-06,0.054749519999999996,0.6503838200000001,0.79380024,-6.212227340295837
5.0,0.8,-9.119999999999999e-06,-4.42e-06,0.15004424,0.6224986,0.68396562,-3.185103276525581
6.0,0.8,-5.976e-05,-5.694000000000001e-05,0.30422178,0.7264010000000001,0.7264010000000001,-2.8520589892379336e-06
7.0,0.8,1.5940000000000007e-05,1.8259999999999988e-05,0.23052862000000002,0.81298704,0.81298704,-3.2396016030099406e-06
8.0,0.8,-0.00030238,-0.00030408,0.1017806,0.9246869600000001,0.9246869600000001,-1.891558096377949e-06
0.0,0.9,-1.4799999999999998e-06,2.52e-06,0.29238149999999996,0.20000010000000001,0.7020227400000001,2.1000512479349633e-06
1.0,0.9,-1.44e-06,2.800000000000001e-07,0.28569659999999997,0.28111085999999996,0.70975482,-0.001054125458764511
2.0,0.9,2.74e-06,-8.400000000000001e-07,0.20093064,0.52079186,0.79603732,-0.0015453225914266345
3.0,0.9,2.7999999999999986e-07,5.5e-06,0.0698072,0.46776234,0.7248766600000001,-8.865240184110593
4.0,0.9,3.1400000000000004e-06,5.3400000000000005e-06,0.061220220000000006,0.65054596,0.79309976,-6.1774153215410035
5.0,0.9,1.492e-05,1.246e-05,0.17175485999999998,0.62422354,0.68061978,-2.733402928135116
6.0,0.9,-4.2619999999999995e-05,-4.925999999999999e-05,0.3048947,0.72556204,0.72556204,-2.5098755725603917e-06
7.0,0.9,-6.360000000000003e-06,-5.579999999999995e-06,0.2316604,0.8118671799999999,0.8118671799999999,-2.6443616130685415e-06
8.0,0.9,0.00022426,0.00022359999999999996,0.10308022000000001,0.92363704,0.92363704,-1.8247129638176847e-06
0.0,1.0,-1.8400000000000004e-06,6.399999999999999e-07,0.2942887,0.19999958,0.7015724,3.1186437440913673e-06
1.0,1.0,-1.3399999999999999e-06,1.6000000000000004e-06,0.28772986,0.2809385,0.70874004,-0.0010341188697443014
2.0,1.0,5.12e-06,-2.3e-06,0.20270964,0.52058226,0.79458534,-0.0015130204768922743
3.0,1.0,2.38e-06,3.0199999999999995e-06,0.0774585,0.46782624000000006,0.7243340600000001,-8.807910782438192
4.0,1.0,1.7800000000000003e-06,1.9e-06,0.06759691999999999,0.6507231,0.7924734000000001,-6.138234569119459
5.0,1.0,-8.5e-06,-1.6940658945086008e-22,0.18398388000000002,0.62464702,0.67953922,-2.699998320118157
